ID,Group,Value
398,1,219
399,1,1346
400,1,85
401,1,1572
402,1,51
403,1,30
404,1,1492
405,1,1426
406,1,376
407,1,667
408,1,710
409,1,1495
410,1,1121
411,1,251
412,1,1877
413,1,1634
414,1,1824
415,1,1609
416,1,953
417,1,328
418,1,1257
419,1,1236
420,1,892
421,1,348
422,1,1908
423,1,276
424,1,347
425,1,965
426,1,366
427,1,1917
428,1,1765
429,1,1800
430,1,507
431,1,1376
432,1,1258
433,1,293
434,1,1134
435,1,712
436,1,611
437,1,1569
438,1,1448
439,1,700
440,1,505
441,1,172
442,1,981
443,1,409
444,1,1133
445,1,480
446,1,1283
447,1,612
448,1,644
449,1,449
450,1,631
451,1,1757
452,1,1012
453,1,1454
454,1,1633
455,1,1787
456,1,405
457,1,83
458,1,1617
459,1,373
460,1,1145
461,1,1091
462,1,1478
463,1,1528
464,1,1122
465,1,348
466,1,1632
467,1,797
468,1,306
469,1,887
470,1,1946
471,1,781
472,1,1754
473,1,23
474,1,1737
475,1,729
476,1,934
477,1,125
478,1,1413
479,1,1580
480,1,1559
481,1,1064
482,1,580
483,1,460
484,1,746
485,1,1060
486,1,1735
487,1,263
488,1,1702
489,1,1958
490,1,708
491,1,810
492,1,140
493,1,85
494,1,1299
495,1,1368
496,1,1022
497,1,485
498,1,345
499,1,477
500,1,1126
501,1,126
502,1,1464
503,1,617
504,1,1605
505,1,577
506,1,1320
507,1,1103
508,1,1926
509,1,1128
510,1,1298
511,1,1664
512,1,661
513,1,1265
514,1,1821
515,1,1052
516,1,1186
517,1,451
518,1,589
519,1,344
520,1,290
521,1,409
522,1,371
523,1,443
524,1,1946
525,1,731
526,1,1962
527,1,1529
528,1,1415
529,1,1072
530,1,1174
531,1,363
532,1,1911
533,1,351
534,1,1254
535,1,938
536,1,661
537,1,328
538,1,174
539,1,1389
540,1,346
541,1,1063
542,1,1914
543,1,1298
544,1,479
545,1,1222
546,1,1517
547,1,941
548,1,749
549,1,161
550,1,1366
551,1,764
552,1,1759
553,1,377
554,1,1460
555,1,609
556,1,122
557,1,1355
558,1,1341
559,1,1568
560,1,414
561,1,694
562,1,1400
563,1,430
564,1,1157
565,1,62
566,1,1794
567,1,1537
568,1,1461
569,1,119
570,1,73
571,1,388
572,1,1336
573,1,710
574,1,411
575,1,734
576,1,295
577,1,1924
578,1,1695
579,1,1470
580,1,1955
581,1,1927
582,1,1962
583,1,223
584,1,1488
585,1,1915
586,1,1461
587,1,709
588,1,28
589,1,664
590,1,1081
591,1,1429
592,1,112
593,1,1806
594,1,1582
595,1,496
596,1,492
597,1,1530
598,1,359
599,1,961
600,1,1992
601,1,28
602,1,675
603,1,211
604,1,862
605,1,509
606,1,382
607,1,67
608,1,138
609,1,95
610,1,1445
611,1,805
612,1,1336
613,1,710
614,1,646
615,1,401
616,1,1605
617,1,1990
618,1,432
619,1,996
620,1,395
621,1,536
622,1,1958
623,1,167
624,1,688
625,1,143
626,1,1186
627,1,412
628,1,308
629,1,1396
630,1,744
631,1,1322
632,1,32
633,1,416
634,1,704
635,1,1181
636,1,267
637,1,502
638,1,616
639,1,1502
640,1,105
641,1,1154
642,1,1899
643,1,1652
644,1,138
645,1,470
646,1,297
647,1,1977
648,1,616
649,1,60
650,1,553
651,1,1274
652,1,1361
653,1,1557
654,1,1508
655,1,309
656,1,713
657,1,1171
658,1,1098
659,1,1134
660,1,1851
661,1,776
662,1,1714
663,1,1940
664,1,1816
665,1,898
666,1,828
667,1,1968
668,1,1028
669,1,1560
670,1,295
671,1,1671
672,1,947
673,1,533
674,1,969
675,1,634
676,1,1264
677,1,1496
678,1,801
679,1,380
680,1,1764
681,1,4
682,1,305
683,1,493
684,1,771
685,1,1395
686,1,705
687,1,276
688,1,660
689,1,729
690,1,1594
691,1,1817
692,1,554
693,1,175
694,1,362
695,1,1326
696,1,1763
697,1,988
698,1,43
699,1,313
700,1,511
701,1,1951
702,1,371
703,1,291
704,1,100
705,1,689
706,1,1057
707,1,1492
708,1,942
709,1,125
710,1,1664
711,1,1504
712,1,401
713,1,1268
714,1,82
715,1,1706
716,1,1747
717,1,858
718,1,1655
719,1,996
720,1,1888
721,1,863
722,1,100
723,1,1701
724,1,789
725,1,1177
726,1,1525
727,1,1579
728,1,1685
729,1,1599
730,1,1382
731,1,1852
732,1,130
733,1,201
734,1,997
735,1,1322
736,1,450
737,1,1119
738,1,498
739,1,1286
740,1,1927
741,1,275
742,1,918
743,1,648
744,1,1042
745,1,1622
746,1,1766
747,1,279
748,1,215
749,1,525
750,1,639
751,1,634
752,1,1202
753,1,1645
754,1,1378
755,1,1927
756,1,1203
757,1,10
758,1,1496
759,1,1420
760,1,895
761,1,662
762,1,1847
763,1,359
764,1,1427
765,1,307
766,1,582
767,1,459
768,1,1712
769,1,129
770,1,285
771,1,315
772,1,1606
773,1,1701
774,1,902
775,1,613
776,1,1994
777,1,526
778,1,835
779,1,859
780,1,1385
781,1,1197
782,1,1492
783,1,1243
784,1,1530
785,1,1827
786,1,562
787,1,86
788,1,125
789,1,1262
790,1,1925
791,1,44
792,1,462
793,1,1638
794,1,1196
795,1,1609
796,1,217
797,1,1591
798,1,421
799,1,1406
800,1,1654
801,1,537
802,1,187
803,1,562
804,1,624
805,1,157
806,1,733
807,1,1407
808,1,858
809,1,1669
810,1,647
811,1,1641
812,1,1410
813,1,506
814,1,1356
815,1,726
816,1,1456
817,1,1720
818,1,180
819,1,879
820,1,818
821,1,391
822,1,1778
823,1,1374
824,1,191
825,1,752
826,1,147
827,1,712
828,1,328
829,1,644
830,1,1285
831,1,1510
832,1,200
833,1,1566
834,1,319
835,1,1213
836,1,1371
837,1,1324
838,1,1338
839,1,1317
840,1,1899
841,1,552
842,1,1433
843,1,1021
844,1,777
845,1,1365
846,1,1603
847,2,1424
848,2,1490
849,2,1619
850,2,1841
851,2,1194
852,2,1019
853,2,165
854,2,1380
855,2,1587
856,2,1596
857,2,1204
858,2,1322
859,2,865
860,2,133
861,2,1092
862,2,151
863,2,731
864,2,1767
865,2,528
866,2,797
867,2,1864
868,2,716
869,2,1318
870,2,1991
871,2,198
872,2,1303
873,2,1176
874,2,1349
875,2,1841
876,2,915
877,2,1744
878,2,1274
879,2,1443
880,2,1076
881,2,1608
882,2,741
883,2,1403
884,2,178
885,2,2000
886,2,1948
887,2,476
888,2,1385
889,2,638
890,2,1036
891,2,1498
892,2,964
893,2,1664
894,2,1014
895,2,515
896,2,1817
897,2,831
898,2,1948
899,2,937
900,2,168
901,2,805
902,2,801
903,2,1583
904,2,1334
905,2,165
906,2,1556
907,2,620
908,2,247
909,2,552
910,2,1385
911,2,1925
912,2,170
913,2,347
914,2,665
915,2,682
916,2,138
917,2,1857
918,2,501
919,2,594
920,2,236
921,2,371
922,2,1135
923,2,1624
924,2,1290
925,2,161
926,2,854
927,2,1357
928,2,106
929,2,277
930,2,486
931,2,81
932,2,845
933,2,273
934,2,111
935,2,316
936,2,1483
937,2,234
938,2,551
939,2,1548
940,2,134
941,2,1038
942,2,1317
943,2,1530
944,2,1789
945,2,1825
946,2,1996
947,2,174
948,2,445
949,2,663
950,2,389
951,2,1585
952,2,1396
953,2,1301
954,2,1840
955,2,347
956,2,539
957,2,99
958,2,384
959,2,1820
960,2,1423
961,2,1122
962,2,318
963,2,484
964,2,1572
965,2,1042
966,2,1327
967,2,1195
968,2,696
969,2,986
970,2,6
971,2,1735
972,2,448
973,2,376
974,2,690
975,2,251
976,2,763
977,2,796
978,2,1079
979,2,1598
980,2,194
981,2,1456
982,2,890
983,2,568
984,2,896
985,2,1494
986,2,1409
987,2,807
988,2,891
989,2,209
990,2,99
991,2,377
992,2,1612
993,2,670
994,2,419
995,2,247
996,2,1562
997,2,1070
998,2,1844
999,2,376
1000,2,644
1001,2,525
1002,2,277
1003,2,204
1004,2,428
1005,2,850
1006,2,401
1007,2,1742
1008,2,1626
1009,2,998
1010,2,1743
1011,2,165
1012,2,1749
1013,2,679
1014,2,1165
1015,2,799
1016,2,1930
1017,2,290
1018,2,1777
1019,2,1814
1020,2,1730
1021,2,506
1022,2,151
1023,2,657
1024,2,35
1025,2,96
1026,2,730
1027,2,1475
1028,2,1365
1029,2,494
1030,2,1365
1031,2,1662
1032,2,1161
1033,2,1713
1034,2,486
1035,2,1840
1036,2,421
1037,2,1529
1038,2,304
1039,2,911
1040,2,904
1041,2,1533
1042,2,503
1043,2,1299
1044,2,784
1045,2,1303
1046,2,38
1047,2,800
1048,2,1586
1049,2,428
1050,2,595
1051,2,1481
1052,2,1171
1053,2,1250
1054,2,1377
1055,2,511
1056,2,819
1057,2,625
1058,2,353
1059,2,76
1060,2,1085
1061,2,1635
1062,2,1788
1063,2,1934
1064,2,221
1065,2,1562
1066,2,1919
1067,2,1116
1068,2,361
1069,2,1987
1070,2,822
1071,2,1026
1072,2,578
1073,2,1772
1074,2,439
1075,2,1549
1076,2,1221
1077,2,866
1078,2,1765
1079,2,1178
1080,2,1752
1081,2,59
1082,2,452
1083,2,648
1084,2,214
1085,2,938
1086,2,152
1087,2,1102
1088,2,1977
1089,2,1608
1090,2,1446
1091,2,1544
1092,2,1873
1093,2,233
1094,2,1105
1095,2,1859
1096,2,674
1097,2,257
1098,2,1593
1099,2,1101
1100,2,1598
1101,2,1967
1102,2,1809
1103,2,1103
1104,2,134
1105,2,1479
1106,2,813
1107,2,1173
1108,2,1254
1109,2,19
1110,2,571
1111,2,1906
1112,2,1576
1113,2,1063
1114,2,628
1115,2,1789
1116,2,395
1117,2,434
1118,2,601
1119,2,700
1120,2,1113
1121,2,1927
1122,2,277
1123,2,358
1124,2,1627
1125,2,15
1126,2,438
1127,2,1264
1128,2,678
1129,2,1199
1130,2,607
1131,2,1516
1132,2,1205
1133,2,301
1134,2,1461
1135,2,1294
1136,2,506
1137,2,1116
1138,2,601
1139,2,412
1140,2,103
1141,2,1523
1142,2,1122
1143,2,1098
1144,2,1043
1145,2,1523
1146,2,1570
1147,2,1693
1148,2,491
1149,2,835
1150,2,1054
1151,2,1652
1152,2,1023
1153,2,869
1154,2,56
1155,2,1879
1156,2,417
1157,2,21
1158,2,1178
1159,2,993
1160,2,1513
1161,2,921
1162,2,1701
1163,2,6
1164,2,1208
1165,2,1545
1166,2,830
1167,2,1676
1168,2,1460
1169,2,1187
1170,2,815
1171,2,870
1172,2,591
1173,2,1551
1174,2,543
1175,2,1410
1176,2,1850
1177,2,823
1178,2,1272
1179,2,578
1180,2,1296
1181,2,1978
1182,2,568
1183,2,1319
1184,2,1409
1185,2,351
1186,2,1239
1187,2,943
1188,2,935
1189,2,1768
1190,2,606
1191,2,1343
1192,2,744
1193,2,1344
1194,2,1878
1195,2,78
1196,2,673
1197,2,826
1198,2,179
1199,2,496
1200,2,708
1201,2,664
1202,2,1275
1203,2,828
1204,2,288
1205,2,1526
1206,2,1186
1207,2,1288
1208,2,1839
1209,2,667
1210,2,1972
1211,2,1240
1212,2,1095
1213,2,1918
1214,2,1961
1215,2,186
1216,2,192
1217,2,1253
1218,2,1242
1219,2,1749
1220,2,629
1221,2,1812
1222,2,525
1223,2,1203
1224,2,534
1225,2,1962
1226,2,842
1227,2,668
1228,2,1815
1229,2,19
1230,2,791
1231,2,1607
1232,2,1939
1233,2,875
1234,2,797
1235,2,1004
1236,2,9
1237,2,347
1238,2,708
1239,2,1824
1240,2,619
1241,2,795
1242,2,378
1243,2,1867
1244,2,1863
1245,2,1321
1246,2,1001
1247,2,1812
1248,2,1223
1249,2,1574
1250,2,456
1251,2,701
1252,2,13
1253,2,306
1254,2,381
1255,2,1985
1256,2,1200
1257,2,445
1258,2,1615
1259,2,898
1260,2,394
1261,2,223
1262,2,299
1263,2,1464
1264,2,448
1265,2,566
1266,2,120
1267,2,49
1268,2,1937
1269,2,872
1270,2,534
1271,2,1560
1272,2,788
1273,2,1699
1274,2,59
1275,2,900
1276,2,704
1277,2,1373
1278,2,1663
1279,2,413
1280,2,862
1281,2,356
1282,2,1910
1283,2,280
1284,2,949
1285,2,1848
1286,2,985
1287,2,466
1288,2,744
1289,2,1522
1290,2,226
1291,2,684
1292,2,1740
1293,2,602
1294,2,1238
1295,2,1542
1296,2,337
1297,2,602
1298,2,1349
1299,2,1229
1300,2,497
1301,2,1112
1302,2,105
1303,2,55
1304,2,1909
1305,2,1771
1306,2,1650
1307,2,1871
1308,2,1649
1309,2,1931
1310,2,1280
1311,2,1307
1312,2,1203
1313,2,943
1314,2,1112
1315,2,1048
1316,2,878
1317,2,191
1318,2,28
1319,2,827
1320,2,1331
1321,2,314
1322,2,1938
1323,2,858
1324,2,326
1325,2,1597
1326,2,1983
1327,2,770
1328,2,315
1329,2,1649
1330,2,793
1331,2,465
1332,2,1652
1333,2,877
1334,2,1534
1335,2,1889
1336,2,497
1337,2,1793
1338,2,1484
1339,2,1925
1340,2,411
1341,2,832
1342,2,1186
1343,2,425
1344,2,1419
1345,2,1489
1346,2,607
1347,2,1763
1348,2,614
1349,2,1189
1350,2,241
1351,2,1419
1352,2,1445
1353,2,1352
1354,2,803
1355,2,731
1356,2,211
1357,2,1293
1358,2,856
1359,2,12
1360,2,1190
1361,2,1239
1362,2,407
1363,2,845
1364,2,291
1365,2,407
1366,2,1253
1367,2,1220
1368,2,1865
1369,2,1306
1370,2,1900
1371,2,412
1372,2,1056
1373,2,1102
1374,2,1004
1375,2,527
1376,2,1824
1377,2,469
1378,2,213
1379,2,1361
1380,2,460
1381,2,1544
1382,2,477
1383,2,33
1384,2,1543
1385,2,1504
1386,2,594
1387,2,971
1388,2,237
1389,2,482
1390,2,655
1391,2,232
1392,2,1481
1393,2,1005
1394,2,704
1395,2,1913
1396,2,558
1397,2,876
1398,2,10
1399,2,1771
1400,2,209
1401,2,1276
1402,2,576
1403,2,455
1404,2,466
1405,2,1012
1406,2,1015
1407,2,1827
1408,2,1770
1409,2,150
1410,2,337
1411,2,1508
1412,2,1388
1413,2,1072
1414,2,1189
1415,2,1040
1416,2,149
1417,2,1898
1418,2,360
1419,2,1158
1420,2,413
1421,2,1064
1422,2,1413
1423,2,1632
1424,2,333
1425,2,1173
1426,2,877
1427,2,1533
1428,2,968
1429,2,347
1430,2,42
1431,2,1797
1432,2,206
1433,2,245
1434,2,1324
1435,2,810
1436,2,1756
1437,2,1998
1438,2,303
1439,2,179
1440,2,925
1441,2,659
1442,2,699
1443,2,142
1444,2,1717
1445,2,843
1446,2,1129
1447,2,1606
1448,2,1849
1449,2,1439
1450,2,1208
1451,2,988
1452,2,1838
1453,2,172
1454,2,1080
1455,2,1512
1456,2,1376
1457,2,1669
1458,2,35
1459,2,1624
1460,2,229
1461,2,1908
1462,2,989
1463,2,493
1464,2,1506
1465,2,656
1466,2,37
1467,2,468
1468,2,1812
1469,2,37
1470,2,757
1471,2,1325
1472,2,1390
1473,2,1236
1474,2,1107
1475,2,1252
1476,2,441
1477,2,1073
1478,2,413
1479,2,1418
1480,2,1664
1481,2,845
1482,2,1630
1483,2,802
1484,2,62
1485,2,1840
1486,2,349
1487,2,1215
1488,2,1739
1489,2,602
1490,2,712
1491,2,1573
1492,2,1211
1493,2,785
1494,2,909
1495,2,209
1496,2,1740
1497,2,917
1498,2,1347
1499,2,1548
1500,2,32
1501,2,1609
1502,2,963
1503,2,556
1504,2,634
1505,2,914
1506,2,921
1507,2,247
1508,2,877
1509,2,36
1510,2,1356
1511,2,514
1512,2,308
1513,2,861
1514,2,1410
1515,2,1686
1516,2,602
1517,2,1510
1518,2,272
1519,2,1453
1520,2,1608
1521,2,310
1522,2,1017
1523,2,1619
1524,2,1672
1525,2,829
1526,2,2000
1527,2,1170
1528,2,1456
1529,2,1280
1530,2,530
1531,2,505
1532,2,1384
1533,2,1986
1534,2,271
1535,2,1895
1536,2,983
1537,2,149
1538,2,957
1539,2,1820
1540,2,1982
1541,2,1256
1542,2,847
1543,2,1480
1544,2,1923
1545,2,1147
1546,2,685
1547,2,1628
1548,2,30
1549,2,1534
1550,2,802
1551,2,408
1552,2,722
1553,2,1370
1554,2,1041
1555,2,1729
1556,2,1825
1557,2,1147
1558,2,1779
1559,2,1904
1560,2,612
1561,2,417
1562,2,1834
1563,2,737
1564,2,1362
1565,2,563
1566,2,566
1567,2,598
1568,2,457
1569,2,1864
1570,2,25
1571,2,728
1572,2,1384
1573,2,1648
1574,2,75
1575,2,26
1576,2,566
1577,2,527
1578,2,663
1579,2,886
1580,2,1439
1581,2,685
1582,2,976
1583,2,495
1584,2,841
1585,2,1068
1586,2,298
1587,2,952
1588,2,676
1589,2,644
1590,2,900
1591,2,358
1592,2,1918
1593,2,1370
1594,2,1921
1595,2,177
1596,2,1577
1597,2,71
1598,2,1433
1599,2,313
1600,2,726
1601,2,1970
1602,2,697
1603,2,199
1604,2,1089
1605,2,1840
1606,2,601
1607,2,1540
1608,2,1159
1609,2,1198
1610,2,8
1611,2,286
1612,2,942
1613,2,687
1614,2,1470
1615,2,165
1616,2,44
1617,2,782
1618,2,376
1619,2,1480
1620,2,589
1621,2,1233
1622,2,359
1623,2,476
1624,2,138
1625,2,95
1626,2,1475
1627,2,1084
1628,2,537
1629,2,1163
1630,2,18
1631,2,853
1632,2,1033
1633,2,1733
1634,2,829
1635,2,1305
1636,2,1701
1637,2,1256
1638,2,796
1639,2,1294
1640,2,291
1641,2,766
1642,2,711
1643,2,996
1644,2,1008
1645,2,1348
1646,2,1868
1647,2,1571
1648,2,1930
1649,2,643
1650,2,592
1651,2,1683
1652,2,1247
1653,2,1592
1654,2,1520
1655,2,1408
1656,2,675
1657,2,224
1658,2,1980
1659,2,1093
1660,2,272
1661,2,1530
1662,2,284
1663,2,1786
1664,2,1736
1665,2,259
1666,2,1782
1667,2,712
1668,2,953
1669,2,385
1670,2,48
1671,2,939
1672,2,1689
1673,2,257
1674,2,129
1675,2,387
1676,2,1867
1677,2,31
1678,2,365
1679,2,365
1680,2,1110
1681,3,1343
1682,3,1260
1683,3,146
1684,3,54
1685,3,1952
1686,3,1211
1687,3,456
1688,3,470
1689,3,1596
1690,3,1567
1691,3,145
1692,3,151
1693,3,998
1694,3,1745
1695,3,1307
1696,3,1968
1697,3,387
1698,3,1620
1699,3,1408
1700,3,1485
1701,3,348
1702,3,358
1703,3,73
1704,3,607
1705,3,63
1706,3,82
1707,3,1122
1708,3,622
1709,3,1625
1710,3,1290
1711,3,442
1712,3,397
1713,3,57
1714,3,766
1715,3,674
1716,3,1385
1717,3,1747
1718,3,886
1719,3,1092
1720,3,449
1721,3,226
1722,3,1905
1723,3,462
1724,3,221
1725,3,258
1726,3,1932
1727,3,1350
1728,3,662
1729,3,1089
1730,3,1790
1731,3,745
1732,3,1079
1733,3,1279
1734,3,1088
1735,3,1930
1736,3,895
1737,3,1764
1738,3,1925
1739,3,301
1740,3,365
1741,3,759
1742,3,586
1743,3,807
1744,3,935
1745,3,816
1746,3,1234
1747,3,1715
1748,3,325
1749,3,169
1750,3,1979
1751,3,512
1752,3,32
1753,3,343
1754,3,918
1755,3,1803
1756,3,467
1757,3,275
1758,3,943
1759,3,1844
1760,3,1923
1761,3,509
1762,3,318
1763,3,1173
1764,3,1935
1765,3,442
1766,3,1843
1767,3,1601
1768,3,1803
1769,3,840
1770,3,953
1771,3,947
1772,3,320
1773,3,1187
1774,3,50
1775,3,732
1776,3,807
1777,3,196
1778,3,141
1779,3,178
1780,3,1273
1781,3,889
1782,3,1833
1783,3,854
1784,3,1847
1785,3,1223
1786,3,810
1787,3,773
1788,3,226
1789,3,406
1790,3,1328
1791,3,768
1792,3,1482
1793,3,173
1794,3,826
1795,3,65
1796,3,720
1797,3,1554
1798,3,1084
1799,3,1776
1800,3,1531
1801,3,541
1802,3,95
1803,3,1368
1804,3,81
1805,3,618
1806,3,932
1807,3,1856
1808,3,1625
1809,3,1045
1810,3,674
1811,3,961
1812,3,1643
1813,3,1386
1814,3,995
1815,3,1713
1816,3,1554
1817,3,534
1818,3,1606
1819,3,144
1820,3,1176
1821,3,1709
1822,3,1775
1823,3,1954
1824,3,248
1825,3,93
1826,3,1738
1827,3,135
1828,3,1532
1829,3,395
1830,3,1803
1831,3,169
1832,3,1048
1833,3,613
1834,3,246
1835,3,1304
1836,3,1364
1837,3,1203
1838,3,23
1839,3,172
1840,3,1731
1841,3,1676
1842,3,1139
1843,3,1713
1844,3,1952
1845,3,209
1846,3,1987
1847,3,327
1848,3,1556
1849,3,1995
1850,3,1666
1851,3,401
1852,3,653
1853,3,385
1854,3,1160
1855,3,1522
1856,3,822
1857,3,1273
1858,3,708
1859,3,1492
1860,3,975
1861,3,1489
1862,3,1780
1863,3,59
1864,3,1528
1865,3,1239
1866,3,1013
1867,3,921
1868,3,1835
1869,3,1256
1870,3,114
1871,3,1237
1872,3,712
1873,3,948
1874,3,1641
1875,3,1785
1876,3,755
1877,3,1394
1878,3,1823
1879,3,1476
1880,3,951
1881,3,920
1882,3,1250
1883,3,1335
1884,3,1633
1885,3,1033
1886,3,637
1887,3,1403
1888,3,1216
1889,3,220
1890,3,226
1891,3,978
1892,3,640
1893,3,290
1894,3,1105
1895,3,1327
1896,3,1248
1897,3,540
1898,3,1703
1899,3,1985
1900,3,918
1901,3,5
1902,3,351
1903,3,1950
1904,3,1745
1905,3,1116
1906,3,1182
1907,3,1936
1908,3,1862
1909,3,1681
1910,3,600
1911,3,1533
1912,3,1407
1913,3,408
1914,3,1163
1915,3,1488
1916,3,1967
1917,3,869
1918,3,1855
1919,3,351
1920,3,1800
1921,3,116
1922,3,732
1923,3,1253
1924,3,233
1925,3,957
1926,3,1947
1927,3,909
1928,3,532
1929,3,1132
1930,3,1169
1931,3,1244
1932,3,1533
1933,3,1700
1934,3,1389
1935,3,1154
1936,3,1404
1937,3,1293
1938,3,6
1939,3,714
1940,3,700
1941,3,527
1942,3,642
1943,3,557
1944,3,1682
1945,3,745
1946,3,1724
1947,3,1739
1948,3,1903
1949,3,758
1950,3,1043
1951,3,1515
1952,3,1531
1953,3,1209
1954,3,1075
1955,3,893
1956,3,612
1957,3,121
1958,3,33
1959,3,1140
1960,3,1868
1961,3,1771
1962,3,1675
1963,3,386
1964,3,40
1965,3,720
1966,3,1467
1967,3,292
1968,3,1199
1969,3,1062
1970,3,1772
1971,3,1609
1972,3,854
1973,3,924
1974,3,179
1975,3,1606
1976,3,859
1977,3,403
1978,3,1906
1979,3,811
1980,3,49
1981,3,971
1982,3,246
1983,3,1356
1984,3,268
1985,3,356
1986,3,1777
1987,3,772
1988,3,856
1989,3,1519
1990,3,563
1991,3,318
1992,3,1152
1993,3,1759
1994,3,14
1995,3,830
1996,3,799
1997,3,509
1998,3,1069
1999,3,164
